epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,28257.3,1.33587,1.83293,1.68018,0.61653,0.51447,0.54761,0.3843,1.55277,2.01432,1.90223,0.0096436,0.0096436,0.0096436
20,29457,1.34133,1.8364,1.67656,0.61393,0.53808,0.57734,0.40555,1.51189,1.9178,1.8866,0.0096238,0.0096238,0.0096238
21,30864.4,1.30748,1.77563,1.64178,0.61581,0.53616,0.56655,0.40048,1.50275,1.96013,1.8517,0.009604,0.009604,0.009604
22,32373.9,1.29928,1.76004,1.63555,0.61838,0.51649,0.5544,0.39972,1.52669,1.99645,1.87773,0.0095842,0.0095842,0.0095842
23,33582,1.29304,1.73517,1.62349,0.54018,0.5372,0.56226,0.40452,1.50436,1.98757,1.86476,0.0095644,0.0095644,0.0095644
24,34749.2,1.27291,1.72081,1.61644,0.61498,0.56333,0.58025,0.40695,1.51164,1.99632,1.88632,0.0095446,0.0095446,0.0095446
25,35903,1.26663,1.68307,1.6141,0.63595,0.57389,0.60186,0.43503,1.48678,1.8161,1.82304,0.0095248,0.0095248,0.0095248
26,37056.1,1.27053,1.68632,1.61172,0.57662,0.58658,0.58629,0.41901,1.47581,1.85626,1.82302,0.009505,0.009505,0.009505
27,38219.8,1.26873,1.67749,1.61308,0.57298,0.57438,0.57457,0.41723,1.48457,1.90307,1.84365,0.0094852,0.0094852,0.0094852
28,39377.6,1.24297,1.63555,1.58732,0.55989,0.56403,0.56804,0.41499,1.49558,1.99968,1.86561,0.0094654,0.0094654,0.0094654
29,40532.1,1.24538,1.63254,1.58252,0.61867,0.60645,0.61464,0.44505,1.43122,1.77497,1.78618,0.0094456,0.0094456,0.0094456
30,41686,1.25358,1.63863,1.58474,0.61123,0.576,0.59458,0.43715,1.44609,1.82752,1.77885,0.0094258,0.0094258,0.0094258
31,42839.4,1.22961,1.57438,1.57334,0.59581,0.60059,0.59584,0.43394,1.45985,1.81501,1.78489,0.009406,0.009406,0.009406
32,43992.7,1.22784,1.59309,1.57621,0.58853,0.58091,0.58662,0.43181,1.48141,1.87225,1.80299,0.0093862,0.0093862,0.0093862
33,45176.8,1.22441,1.5676,1.55835,0.61884,0.62517,0.63012,0.46103,1.42594,1.73011,1.7468,0.0093664,0.0093664,0.0093664
34,46334.6,1.21229,1.55089,1.54391,0.59965,0.57612,0.6027,0.45163,1.45299,1.79487,1.81037,0.0093466,0.0093466,0.0093466
35,47488.6,1.19385,1.54001,1.55327,0.64444,0.60221,0.61674,0.44871,1.40894,1.71484,1.74494,0.0093268,0.0093268,0.0093268
36,48641.9,1.20356,1.50152,1.54116,0.63245,0.65169,0.64163,0.46313,1.43901,1.70215,1.77679,0.009307,0.009307,0.009307
37,49810.5,1.1939,1.4923,1.53458,0.66293,0.58374,0.63133,0.46944,1.40016,1.68008,1.73553,0.0092872,0.0092872,0.0092872
38,50964,1.19628,1.49545,1.52975,0.65118,0.6122,0.63135,0.46178,1.42613,1.67988,1.74667,0.0092674,0.0092674,0.0092674
39,52117.7,1.20816,1.51598,1.55382,0.63192,0.584,0.61216,0.45299,1.43967,1.75233,1.78192,0.0092476,0.0092476,0.0092476
40,53304.6,1.19019,1.46952,1.52919,0.64505,0.6097,0.6255,0.46347,1.39855,1.73147,1.7299,0.0092278,0.0092278,0.0092278
41,54467.6,1.16069,1.44797,1.50173,0.62538,0.63027,0.64704,0.47702,1.38853,1.68253,1.72154,0.009208,0.009208,0.009208
42,55636.9,1.16155,1.43908,1.51441,0.63247,0.60513,0.6206,0.46575,1.43778,1.80526,1.78281,0.0091882,0.0091882,0.0091882
43,56790,1.17229,1.4545,1.52391,0.64028,0.62453,0.63005,0.47001,1.41497,1.73596,1.76075,0.0091684,0.0091684,0.0091684
44,57944,1.1684,1.44176,1.51166,0.64291,0.63705,0.62402,0.45516,1.40934,1.69924,1.74625,0.0091486,0.0091486,0.0091486
45,59097.7,1.15487,1.42355,1.49849,0.65393,0.61127,0.64188,0.48044,1.38858,1.6495,1.71503,0.0091288,0.0091288,0.0091288
46,60251.6,1.15315,1.39331,1.49853,0.64206,0.63399,0.64012,0.46905,1.39245,1.66597,1.70068,0.009109,0.009109,0.009109
47,61405.3,1.14255,1.39697,1.49059,0.65847,0.62434,0.64533,0.47807,1.38277,1.64259,1.73912,0.0090892,0.0090892,0.0090892
48,62558.4,1.12592,1.37169,1.4783,0.67053,0.63016,0.6459,0.47543,1.39466,1.61044,1.72504,0.0090694,0.0090694,0.0090694
49,63711.4,1.13565,1.37891,1.48968,0.64702,0.62926,0.63968,0.47147,1.40314,1.67419,1.73487,0.0090496,0.0090496,0.0090496
50,64864.6,1.13305,1.36344,1.47524,0.67484,0.61596,0.63691,0.4719,1.42517,1.71077,1.7628,0.0090298,0.0090298,0.0090298
51,66016.7,1.12647,1.3456,1.47871,0.6926,0.64274,0.66314,0.49102,1.38795,1.60134,1.72232,0.00901,0.00901,0.00901
52,67170.4,1.13228,1.36563,1.47796,0.66876,0.64588,0.66407,0.48757,1.37264,1.54636,1.69609,0.0089902,0.0089902,0.0089902
53,68323.5,1.13079,1.33869,1.47187,0.65335,0.63606,0.66448,0.49843,1.37168,1.5832,1.71576,0.0089704,0.0089704,0.0089704
54,69476.5,1.12155,1.32144,1.47043,0.69481,0.62037,0.66173,0.49127,1.37912,1.61394,1.70838,0.0089506,0.0089506,0.0089506
55,70630.1,1.11259,1.31607,1.46441,0.67747,0.662,0.66611,0.49127,1.35979,1.57032,1.68892,0.0089308,0.0089308,0.0089308
56,71783.8,1.11891,1.29609,1.46706,0.64783,0.64936,0.65186,0.49424,1.35324,1.59455,1.68693,0.008911,0.008911,0.008911
57,72937.1,1.10692,1.28072,1.45879,0.66381,0.6445,0.66114,0.49608,1.37697,1.56932,1.70563,0.0088912,0.0088912,0.0088912
58,74090.1,1.10556,1.28029,1.44718,0.69375,0.6392,0.66353,0.49469,1.36993,1.57636,1.69521,0.0088714,0.0088714,0.0088714
59,75243.1,1.09719,1.28244,1.44487,0.67003,0.66651,0.67255,0.50158,1.35024,1.53199,1.6871,0.0088516,0.0088516,0.0088516
60,76396.1,1.09245,1.27489,1.44624,0.69266,0.64479,0.66304,0.50048,1.34946,1.56494,1.69123,0.0088318,0.0088318,0.0088318
61,77549.1,1.07202,1.22691,1.42514,0.69593,0.64381,0.65908,0.4962,1.3656,1.52862,1.69848,0.008812,0.008812,0.008812
62,78701.6,1.09485,1.25546,1.44613,0.69238,0.63656,0.66611,0.49921,1.38195,1.57675,1.70178,0.0087922,0.0087922,0.0087922
63,79854.7,1.0858,1.266,1.43166,0.68259,0.63365,0.65815,0.49699,1.35738,1.54973,1.66961,0.0087724,0.0087724,0.0087724
64,81008.4,1.07727,1.228,1.42503,0.6652,0.65626,0.66981,0.50781,1.35653,1.537,1.68274,0.0087526,0.0087526,0.0087526
65,82160.6,1.0834,1.22819,1.41878,0.65483,0.68085,0.6802,0.51514,1.35116,1.52338,1.6944,0.0087328,0.0087328,0.0087328
66,83313.6,1.0743,1.23428,1.42792,0.71583,0.65614,0.68268,0.50859,1.35392,1.49521,1.68624,0.008713,0.008713,0.008713
67,84466.2,1.06685,1.20386,1.4198,0.65442,0.64028,0.65304,0.49417,1.38457,1.5811,1.71432,0.0086932,0.0086932,0.0086932
68,85619.1,1.05471,1.18996,1.40685,0.71507,0.62962,0.67202,0.50318,1.38225,1.56988,1.70794,0.0086734,0.0086734,0.0086734
69,86772.2,1.07303,1.19433,1.41552,0.69337,0.64491,0.67345,0.505,1.35907,1.57673,1.68267,0.0086536,0.0086536,0.0086536
70,87925,1.06661,1.19638,1.40978,0.68027,0.63506,0.66218,0.50379,1.3966,1.61225,1.73741,0.0086338,0.0086338,0.0086338
71,89078.7,1.0708,1.1994,1.41506,0.68273,0.64099,0.66858,0.50677,1.35576,1.54497,1.68456,0.008614,0.008614,0.008614
72,90232.4,1.05045,1.17048,1.40277,0.6949,0.64879,0.66472,0.50143,1.38652,1.57334,1.70591,0.0085942,0.0085942,0.0085942
73,91385.3,1.04493,1.16916,1.39435,0.69546,0.66137,0.68494,0.51257,1.35786,1.50978,1.69714,0.0085744,0.0085744,0.0085744
74,92538,1.04306,1.14172,1.38989,0.73966,0.63544,0.67661,0.50804,1.39726,1.51511,1.7185,0.0085546,0.0085546,0.0085546
75,93690.6,1.03649,1.14302,1.38839,0.72439,0.65607,0.67823,0.50658,1.36,1.52852,1.69689,0.0085348,0.0085348,0.0085348
76,94844.4,1.04802,1.13731,1.38836,0.70846,0.65039,0.67832,0.5179,1.36229,1.53718,1.69173,0.008515,0.008515,0.008515
77,95997.4,1.03928,1.1286,1.37697,0.69554,0.65165,0.67565,0.50838,1.3799,1.52855,1.7002,0.0084952,0.0084952,0.0084952
78,97150,1.03232,1.1384,1.38857,0.70578,0.65069,0.67456,0.51589,1.36006,1.51478,1.70623,0.0084754,0.0084754,0.0084754
79,98302.7,1.01738,1.09989,1.37798,0.75637,0.64298,0.69113,0.52124,1.37534,1.49312,1.70689,0.0084556,0.0084556,0.0084556
80,99455.7,1.02395,1.12303,1.37388,0.71186,0.64954,0.68369,0.51211,1.35587,1.47697,1.7005,0.0084358,0.0084358,0.0084358
81,100609,1.01264,1.07961,1.36498,0.71436,0.64906,0.68035,0.51772,1.34846,1.50368,1.68589,0.008416,0.008416,0.008416
82,101762,1.03364,1.10609,1.37926,0.7207,0.65096,0.69144,0.51681,1.38917,1.45426,1.72804,0.0083962,0.0083962,0.0083962
83,102915,1.01578,1.09818,1.36515,0.70537,0.67464,0.69323,0.52186,1.35691,1.47722,1.68384,0.0083764,0.0083764,0.0083764
84,104069,1.01374,1.07594,1.36456,0.6974,0.65621,0.67813,0.51613,1.35136,1.50714,1.67604,0.0083566,0.0083566,0.0083566
85,105222,1.01269,1.08371,1.36692,0.735,0.64749,0.6839,0.51909,1.37372,1.48554,1.70692,0.0083368,0.0083368,0.0083368
86,106375,1.02486,1.09394,1.36856,0.72229,0.66453,0.69357,0.52105,1.35556,1.47905,1.68568,0.008317,0.008317,0.008317
87,107528,0.9985,1.08029,1.3573,0.70785,0.68761,0.69073,0.52235,1.37567,1.47353,1.70235,0.0082972,0.0082972,0.0082972
88,108681,1.01242,1.07261,1.35315,0.70526,0.67043,0.68521,0.52088,1.3696,1.50306,1.6991,0.0082774,0.0082774,0.0082774
89,109834,0.99266,1.05225,1.34128,0.74656,0.64435,0.68581,0.52064,1.36531,1.49032,1.70923,0.0082576,0.0082576,0.0082576
90,110987,1.00349,1.05878,1.35186,0.72552,0.66175,0.69042,0.52694,1.34168,1.50467,1.68977,0.0082378,0.0082378,0.0082378
91,112140,1.00453,1.05263,1.34293,0.74282,0.65759,0.69427,0.52985,1.35922,1.45767,1.67829,0.008218,0.008218,0.008218
92,113292,0.99458,1.03029,1.35302,0.7533,0.64506,0.69188,0.52097,1.37099,1.4768,1.71267,0.0081982,0.0081982,0.0081982
93,114445,0.99346,1.03812,1.34791,0.74557,0.65719,0.70315,0.53343,1.3751,1.44106,1.71094,0.0081784,0.0081784,0.0081784
94,115598,0.99325,1.0495,1.34232,0.74015,0.66016,0.69701,0.52867,1.34773,1.46779,1.68001,0.0081586,0.0081586,0.0081586
95,116751,0.99033,1.04038,1.35338,0.7279,0.66953,0.70127,0.52411,1.36629,1.453,1.69459,0.0081388,0.0081388,0.0081388
96,117903,0.98811,1.02601,1.33613,0.73646,0.65777,0.70479,0.53744,1.34123,1.44337,1.67613,0.008119,0.008119,0.008119
97,119057,0.98794,1.03087,1.33532,0.73561,0.67783,0.69797,0.53121,1.38044,1.45602,1.71503,0.0080992,0.0080992,0.0080992
98,120209,0.98158,1.0152,1.32804,0.72819,0.67042,0.69676,0.53044,1.34975,1.43215,1.68855,0.0080794,0.0080794,0.0080794
99,121362,0.97951,1.006,1.32775,0.7252,0.66612,0.68902,0.52826,1.33647,1.44391,1.67107,0.0080596,0.0080596,0.0080596
100,122515,0.96986,0.99213,1.32935,0.71584,0.66993,0.6947,0.5238,1.35985,1.46122,1.68773,0.0080398,0.0080398,0.0080398
101,123669,0.97529,0.98874,1.31757,0.73107,0.67451,0.6975,0.53085,1.33883,1.42491,1.67595,0.00802,0.00802,0.00802
102,124821,0.9784,1.00498,1.3325,0.76677,0.67237,0.71227,0.53557,1.34035,1.41794,1.67775,0.0080002,0.0080002,0.0080002
103,125974,0.96336,0.98913,1.32516,0.73887,0.65125,0.69449,0.52894,1.35599,1.47191,1.70351,0.0079804,0.0079804,0.0079804
104,127127,0.98052,0.99953,1.32156,0.74392,0.67509,0.70589,0.53316,1.36163,1.44757,1.69934,0.0079606,0.0079606,0.0079606
105,128280,0.94976,0.95926,1.31389,0.69859,0.67319,0.68923,0.52209,1.37488,1.44581,1.72095,0.0079408,0.0079408,0.0079408
106,129433,0.95547,0.97448,1.31353,0.70388,0.6697,0.69871,0.52875,1.36224,1.47249,1.69829,0.007921,0.007921,0.007921
107,130586,0.96848,0.97158,1.31675,0.73218,0.67817,0.7049,0.5349,1.34912,1.42132,1.68695,0.0079012,0.0079012,0.0079012
108,131739,0.94269,0.96162,1.30431,0.70544,0.67815,0.70215,0.53479,1.34189,1.43227,1.68475,0.0078814,0.0078814,0.0078814
109,132891,0.95735,0.98115,1.31237,0.7194,0.67806,0.69312,0.53119,1.3489,1.44551,1.69142,0.0078616,0.0078616,0.0078616
110,134044,0.94983,0.95051,1.30675,0.74445,0.67365,0.70371,0.53532,1.37009,1.43229,1.71493,0.0078418,0.0078418,0.0078418
111,135196,0.93746,0.941,1.29925,0.73871,0.66464,0.69435,0.52777,1.34902,1.44611,1.68577,0.007822,0.007822,0.007822
112,136350,0.93814,0.93158,1.29002,0.7232,0.68655,0.705,0.53535,1.3522,1.42487,1.69751,0.0078022,0.0078022,0.0078022
113,137503,0.96374,0.9579,1.31587,0.74107,0.68061,0.71226,0.53775,1.35223,1.44048,1.69539,0.0077824,0.0077824,0.0077824
114,138657,0.94258,0.95043,1.3034,0.73872,0.67032,0.70614,0.53865,1.34508,1.44168,1.69585,0.0077626,0.0077626,0.0077626
115,139810,0.94957,0.94843,1.30231,0.74807,0.67439,0.70065,0.53657,1.34228,1.4267,1.69655,0.0077428,0.0077428,0.0077428
116,140962,0.94328,0.93657,1.30009,0.73785,0.66823,0.70166,0.5374,1.32481,1.41242,1.67,0.007723,0.007723,0.007723
117,142115,0.92853,0.91704,1.28796,0.75068,0.67023,0.69999,0.53853,1.34059,1.39875,1.68682,0.0077032,0.0077032,0.0077032
118,143267,0.93563,0.92674,1.29501,0.74277,0.64749,0.69907,0.53552,1.36706,1.44095,1.71607,0.0076834,0.0076834,0.0076834
119,144421,0.93084,0.91476,1.28518,0.73361,0.67437,0.70515,0.54067,1.34823,1.4314,1.69072,0.0076636,0.0076636,0.0076636
120,145573,0.92307,0.90517,1.28288,0.73238,0.67104,0.70832,0.53698,1.36127,1.44416,1.71517,0.0076438,0.0076438,0.0076438
121,146726,0.90967,0.90008,1.27437,0.77283,0.64487,0.70238,0.53576,1.36265,1.44347,1.71032,0.007624,0.007624,0.007624
122,147879,0.92125,0.90023,1.27938,0.73067,0.67671,0.7067,0.5375,1.36801,1.43282,1.71794,0.0076042,0.0076042,0.0076042
123,149032,0.93117,0.91134,1.28343,0.7384,0.67692,0.7056,0.54007,1.35594,1.41081,1.69873,0.0075844,0.0075844,0.0075844
124,150186,0.92008,0.89483,1.27738,0.74587,0.67713,0.70541,0.54552,1.36024,1.42756,1.70865,0.0075646,0.0075646,0.0075646
125,151338,0.90653,0.89724,1.27478,0.69315,0.70496,0.70211,0.53524,1.37265,1.43626,1.71464,0.0075448,0.0075448,0.0075448
126,152492,0.91624,0.90197,1.27032,0.7446,0.66246,0.69244,0.53106,1.3604,1.43819,1.7011,0.007525,0.007525,0.007525
127,153645,0.91317,0.89535,1.27675,0.71125,0.68411,0.6972,0.53006,1.36513,1.41459,1.71566,0.0075052,0.0075052,0.0075052
128,154798,0.91065,0.89373,1.26747,0.7377,0.67172,0.70398,0.53945,1.36738,1.43801,1.73043,0.0074854,0.0074854,0.0074854
129,155952,0.90292,0.87296,1.26407,0.7252,0.68088,0.69898,0.53202,1.37536,1.42588,1.73416,0.0074656,0.0074656,0.0074656
130,157104,0.89728,0.86044,1.2617,0.72115,0.6711,0.6902,0.53377,1.36078,1.44603,1.71141,0.0074458,0.0074458,0.0074458
131,158257,0.90244,0.8526,1.25893,0.72151,0.66698,0.69446,0.53099,1.35869,1.44204,1.71315,0.007426,0.007426,0.007426
132,159410,0.90066,0.85418,1.26092,0.75599,0.6675,0.70117,0.53802,1.35556,1.42741,1.70093,0.0074062,0.0074062,0.0074062
133,160562,0.90395,0.86358,1.26418,0.7379,0.6874,0.70307,0.53796,1.35676,1.42351,1.70759,0.0073864,0.0073864,0.0073864
134,161716,0.89633,0.85745,1.25512,0.72678,0.67979,0.70906,0.54475,1.34842,1.41828,1.70336,0.0073666,0.0073666,0.0073666
135,162869,0.89538,0.8604,1.25463,0.73217,0.67764,0.71092,0.54549,1.34322,1.40307,1.6896,0.0073468,0.0073468,0.0073468
136,164022,0.90404,0.87665,1.27087,0.71216,0.68911,0.71158,0.54718,1.34058,1.38419,1.69612,0.007327,0.007327,0.007327
137,165175,0.89332,0.85461,1.2572,0.72296,0.68637,0.7004,0.54154,1.3464,1.4057,1.70211,0.0073072,0.0073072,0.0073072
138,166328,0.90355,0.85609,1.25566,0.73089,0.67891,0.70855,0.54433,1.33034,1.41272,1.69288,0.0072874,0.0072874,0.0072874
139,167482,0.89322,0.8529,1.24994,0.74477,0.67862,0.7037,0.54373,1.34988,1.44542,1.71181,0.0072676,0.0072676,0.0072676
140,168635,0.8732,0.83071,1.24199,0.71117,0.70606,0.70883,0.54268,1.36389,1.42886,1.71598,0.0072478,0.0072478,0.0072478
141,169789,0.89048,0.85738,1.25258,0.74748,0.66974,0.70916,0.54169,1.361,1.43485,1.71207,0.007228,0.007228,0.007228
142,170942,0.88298,0.83328,1.24061,0.7396,0.68061,0.70562,0.54578,1.35384,1.42616,1.70655,0.0072082,0.0072082,0.0072082
143,172095,0.89505,0.84251,1.25906,0.7595,0.6718,0.70755,0.54523,1.34535,1.4053,1.70199,0.0071884,0.0071884,0.0071884
144,173248,0.88444,0.84398,1.2505,0.73772,0.68552,0.71437,0.54371,1.35853,1.41906,1.70607,0.0071686,0.0071686,0.0071686
145,174402,0.88161,0.83729,1.23957,0.75348,0.68701,0.71286,0.5452,1.34319,1.40219,1.69634,0.0071488,0.0071488,0.0071488
146,175559,0.88974,0.82924,1.24916,0.73632,0.68605,0.70817,0.54002,1.35293,1.44035,1.71598,0.007129,0.007129,0.007129
147,176738,0.86703,0.80706,1.24271,0.74981,0.68317,0.7047,0.53974,1.36366,1.43565,1.71129,0.0071092,0.0071092,0.0071092
148,177891,0.86618,0.80851,1.22894,0.73016,0.70323,0.71205,0.55042,1.34387,1.40907,1.71513,0.0070894,0.0070894,0.0070894
149,179045,0.87504,0.81776,1.23324,0.71095,0.69833,0.70446,0.54472,1.34519,1.43219,1.70921,0.0070696,0.0070696,0.0070696
150,180197,0.86804,0.80976,1.23509,0.75253,0.67851,0.70697,0.54197,1.3653,1.4176,1.72324,0.0070498,0.0070498,0.0070498
151,181349,0.86187,0.81312,1.23199,0.73287,0.68797,0.70749,0.54141,1.35546,1.46029,1.72995,0.00703,0.00703,0.00703
152,182502,0.88269,0.81943,1.24379,0.74388,0.68443,0.71175,0.54454,1.34603,1.421,1.70395,0.0070102,0.0070102,0.0070102
153,183656,0.87283,0.81523,1.23322,0.72395,0.68331,0.70404,0.54429,1.34399,1.42489,1.70847,0.0069904,0.0069904,0.0069904
154,184809,0.86661,0.80614,1.23406,0.71871,0.67987,0.70634,0.5442,1.35788,1.44362,1.70993,0.0069706,0.0069706,0.0069706
155,185961,0.86063,0.79151,1.22173,0.7482,0.66542,0.69834,0.53903,1.3589,1.44328,1.72095,0.0069508,0.0069508,0.0069508
156,187114,0.85833,0.8005,1.21938,0.72889,0.68837,0.70376,0.53811,1.37023,1.42922,1.73383,0.006931,0.006931,0.006931
157,188266,0.85695,0.79839,1.2258,0.72798,0.68803,0.70833,0.5429,1.37045,1.42527,1.74305,0.0069112,0.0069112,0.0069112
158,189418,0.85682,0.79645,1.22869,0.74694,0.67692,0.70317,0.54161,1.34643,1.43464,1.71535,0.0068914,0.0068914,0.0068914
159,190571,0.86764,0.79414,1.22906,0.72499,0.68415,0.70637,0.54489,1.35387,1.42913,1.72635,0.0068716,0.0068716,0.0068716
160,191724,0.85955,0.79291,1.23154,0.73547,0.68665,0.70824,0.54541,1.3576,1.42543,1.72249,0.0068518,0.0068518,0.0068518
161,192876,0.84367,0.78611,1.21145,0.76064,0.6809,0.71651,0.55073,1.35257,1.38366,1.71476,0.006832,0.006832,0.006832
162,194029,0.86249,0.79227,1.22683,0.72611,0.69447,0.71535,0.54507,1.35246,1.42735,1.71737,0.0068122,0.0068122,0.0068122
163,195182,0.85501,0.78361,1.22157,0.74403,0.67832,0.70693,0.54729,1.3436,1.44823,1.71232,0.0067924,0.0067924,0.0067924
164,196334,0.83193,0.76631,1.2059,0.73667,0.68592,0.70837,0.5462,1.35406,1.4266,1.72918,0.0067726,0.0067726,0.0067726
165,197487,0.85447,0.77713,1.22011,0.75941,0.66941,0.71128,0.5482,1.36643,1.43577,1.72225,0.0067528,0.0067528,0.0067528
166,198640,0.85211,0.7858,1.21762,0.74888,0.6722,0.70672,0.5441,1.36625,1.4505,1.73119,0.006733,0.006733,0.006733
167,199793,0.85537,0.78842,1.21771,0.77354,0.66738,0.71846,0.54983,1.3613,1.43307,1.73198,0.0067132,0.0067132,0.0067132
168,200946,0.83698,0.75259,1.20738,0.76055,0.67875,0.71871,0.54989,1.34731,1.41797,1.71781,0.0066934,0.0066934,0.0066934
169,202099,0.83561,0.75436,1.20695,0.77055,0.67468,0.718,0.54836,1.37266,1.41908,1.75226,0.0066736,0.0066736,0.0066736
170,203252,0.84565,0.77421,1.20928,0.78419,0.66573,0.71588,0.54959,1.36576,1.41817,1.74682,0.0066538,0.0066538,0.0066538
171,204405,0.84473,0.75674,1.20506,0.76748,0.68275,0.72289,0.55661,1.34696,1.40425,1.721,0.006634,0.006634,0.006634
172,205558,0.83679,0.76001,1.20449,0.74487,0.70539,0.72514,0.55399,1.35073,1.39729,1.72024,0.0066142,0.0066142,0.0066142
